radio,1 Asiste,2 Asistió,3 Nunca asistió,TOTAL
660280117,565,738,55,1358
660280118,578,730,88,1396
660280119,434,607,82,1123
660280120,276,385,24,685
660280121,204,264,23,491
660280201,292,493,19,804
660280202,342,377,23,742
660280203,5,32,5,42
660280204,18,23,1,42
660280205,261,389,13,663
660280206,394,528,75,997
660280207,641,792,52,1485
660280208,214,480,83,777
660280301,0,19,1,20
660280302,6,37,11,54
660280303,10,28,4,42
660280304,16,46,6,68
660280401,356,522,25,903
660280402,698,661,55,1414
660280403,538,613,44,1195
660280404,746,829,103,1678
660280405,796,882,108,1786
660280406,732,967,66,1765
660280407,655,740,47,1442
660280408,725,831,51,1607
660280409,445,610,13,1068
660280410,395,511,19,925
660280411,302,290,10,602
660280412,490,682,15,1187
660280413,550,760,13,1323
660280414,351,337,5,693
660280415,545,497,26,1068
660280416,376,368,25,769
660280417,794,1211,97,2102
660280418,527,684,60,1271
660280419,494,668,57,1219
660280420,366,536,38,940
660280421,298,548,6,852
660280422,612,1098,39,1749
660280423,709,904,40,1653
660280501,560,1007,37,1604
660280502,264,448,18,730
660280503,369,634,27,1030
660280504,425,481,38,944
660280505,525,546,33,1104
660280506,461,703,28,1192
660280507,425,805,42,1272
660280508,523,710,23,1256
660280509,446,746,21,1213
660280510,642,847,21,1510
660280511,321,493,16,830
660280512,382,488,5,875
660280513,308,481,10,799
660280514,283,507,5,795
660280515,464,503,8,975
660280516,627,742,22,1391
660280517,582,589,10,1181
660280518,314,391,5,710
660280519,299,272,10,581
660280520,267,416,2,685
660280601,406,766,30,1202
660280602,395,741,34,1170
660280603,370,756,14,1140
660280604,351,655,13,1019
660280605,483,751,35,1269
660280606,269,552,9,830
660280607,320,570,8,898
660280608,309,663,8,980
660280609,214,477,8,699
660280610,269,649,6,924
660280611,402,863,16,1281
660280612,275,489,7,771
660280613,216,498,4,718
660280614,260,451,2,713
660280615,249,439,3,691
660280616,351,756,4,1111
660280617,223,487,1,711
660280618,192,444,7,643
660280619,364,681,26,1071
660280620,234,511,7,752
660280621,459,943,29,1431
660280622,409,870,14,1293
660280701,427,756,46,1229
660280702,490,829,37,1356
660280703,412,653,41,1106
660280704,415,657,27,1099
660280705,365,592,31,988
660280706,355,569,36,960
660280707,553,991,56,1600
660280708,562,810,31,1403
660280709,514,922,30,1466
660280710,475,850,42,1367
660280711,701,1086,53,1840
660280712,308,437,14,759
660280713,465,726,32,1223
660280714,387,711,23,1121
660280715,424,733,23,1180
660280716,504,761,32,1297
660280717,416,754,32,1202
660280801,28,156,0,184
660280802,242,535,12,789
660280803,242,559,13,814
660280804,276,587,12,875
660280805,263,557,10,830
660280806,398,785,19,1202
660280807,287,562,13,862
660280808,337,559,22,918
660280809,630,1082,39,1751
660280810,345,646,12,1003
660280811,277,556,13,846
660280812,286,531,18,835
660280813,293,613,23,929
660280814,155,344,7,506
660280815,233,451,8,692
660280901,619,735,15,1369
660280902,608,861,13,1482
660280903,332,570,25,927
660280904,385,626,33,1044
660280905,487,1076,33,1596
660280906,583,982,54,1619
660280907,366,545,21,932
660280908,431,642,40,1113
660280909,482,893,28,1403
660280910,184,467,11,662
660280911,209,430,6,645
660280912,194,425,8,627
660280913,218,585,9,812
660280914,306,641,14,961
660280915,198,408,9,615
660280916,216,449,15,680
660281001,261,542,9,812
660281002,311,717,34,1062
660281003,364,750,14,1128
660281004,291,699,19,1009
660281005,222,666,9,897
660281006,307,796,29,1132
660281007,186,496,5,687
660281008,141,356,4,501
660281009,235,618,11,864
660281010,217,639,9,865
660281011,139,396,2,537
660281012,272,498,20,790
660281013,223,443,9,675
660281101,235,534,10,779
660281102,172,344,3,519
660281103,211,600,8,819
660281104,174,441,1,616
660281105,240,574,4,818
660281106,205,503,5,713
660281107,211,409,8,628
660281108,131,357,3,491
660281109,114,414,1,529
660281110,123,398,3,524
660281111,127,323,5,455
660281112,152,501,7,660
660281113,119,432,4,555
660281114,184,449,9,642
660281115,112,331,0,443
660281116,63,184,2,249
660281201,286,615,5,906
660281202,195,436,7,638
660281203,158,446,5,609
660281204,192,444,5,641
660281205,110,341,4,455
660281206,168,660,32,860
660281207,119,284,8,411
660281208,147,345,9,501
660281209,158,341,5,504
660281210,287,550,12,849
660281211,476,1802,73,2351
660281212,642,1077,55,1774
660281213,704,1097,73,1874
660281214,365,591,39,995
660281215,351,637,39,1027
660281301,234,745,7,986
660281302,69,283,1,353
660281303,192,554,11,757
660281304,148,354,2,504
660281305,349,796,17,1162
660281306,252,591,14,857
660281307,313,767,14,1094
660281308,212,423,13,648
660281309,131,350,5,486
660281310,163,463,8,634
660281311,101,353,2,456
660281401,281,734,16,1031
660281402,364,781,18,1163
660281403,323,687,19,1029
660281404,222,545,10,777
660281405,278,622,14,914
660281406,392,868,20,1280
660281407,438,920,22,1380
660281408,443,868,30,1341
660281409,414,860,33,1307
660281410,395,796,21,1212
660281411,490,1139,39,1668
660281412,505,976,29,1510
660281413,472,926,30,1428
660281414,256,580,22,858
660281501,380,463,15,858
660281502,789,873,63,1725
660281503,777,889,62,1728
660281504,603,782,58,1443
660281505,556,835,74,1465
660281506,606,721,65,1392
660281507,598,934,51,1583
660281508,353,694,36,1083
660281509,342,605,30,977
660281510,316,613,28,957
660281511,543,946,50,1539
660281512,635,833,47,1515
660281513,516,590,43,1149
660281514,322,561,11,894
660281515,492,955,20,1467
660281516,291,612,10,913
660281517,251,498,15,764
660281518,414,793,41,1248
660281519,274,565,20,859
660281520,310,651,20,981
660281521,272,595,21,888
660281522,414,804,67,1285
660281523,355,578,30,963
660281524,528,1058,40,1626
660281525,516,806,40,1362
660281601,520,933,37,1490
660281602,745,1321,98,2164
660281603,308,535,38,881
660281604,355,745,23,1123
660281605,490,894,51,1435
660281606,414,871,33,1318
660281607,351,685,19,1055
660281608,438,747,51,1236
660281609,431,794,45,1270
660281610,447,889,46,1382
660281611,460,882,43,1385
660281612,341,693,13,1047
660281613,333,649,38,1020
660281614,403,849,28,1280
660281615,373,662,42,1077
660281616,514,757,56,1327
660281617,655,948,85,1688
660281618,577,1047,52,1676
660281619,744,1107,77,1928
660281701,251,518,6,775
660281702,256,527,12,795
660281703,262,542,16,820
660281704,218,512,12,742
660281705,282,649,14,945
660281706,237,433,26,696
660281707,386,910,28,1324
660281708,441,861,37,1339
660281709,400,806,33,1239
660281710,245,531,30,806
660281711,266,552,22,840
660281712,458,961,58,1477
660281713,469,793,51,1313
660281714,626,1030,78,1734
660281715,345,705,37,1087
660281716,425,795,51,1271
660281801,303,698,17,1018
660281802,436,982,43,1461
660281803,267,569,29,865
660281804,276,574,31,881
660281805,311,610,24,945
660281806,344,705,26,1075
660281807,289,561,21,871
660281808,247,554,23,824
660281809,285,577,17,879
660281810,294,661,25,980
660281811,404,843,44,1291
660281812,309,633,20,962
660281813,441,716,49,1206
660281814,428,798,59,1285
660281815,328,573,36,937
660281816,342,670,39,1051
660281817,385,653,67,1105
660281818,417,579,41,1037
660281901,523,837,65,1425
660281902,468,675,73,1216
660281903,323,601,51,975
660281904,355,606,43,1004
660281905,610,782,72,1464
660281906,389,748,39,1176
660281907,429,761,30,1220
660281908,388,594,42,1024
660281909,448,556,63,1067
660281910,759,904,118,1781
660281911,432,814,28,1274
660281912,265,535,20,820
660281913,362,750,23,1135
660281914,491,686,60,1237
660281915,490,633,78,1201
660282001,344,453,14,811
660282002,415,744,24,1183
660282003,280,496,12,788
660282004,352,636,30,1018
660282005,207,417,11,635
660282006,193,400,8,601
660282007,493,947,57,1497
660282008,346,774,65,1185
660282009,467,844,68,1379
660282010,334,561,48,943
660282011,536,953,79,1568
660282012,489,813,84,1386
660282013,442,577,54,1073
660282014,488,778,72,1338
660282015,448,814,71,1333
660282016,468,887,85,1440
660282017,602,730,91,1423
660282018,854,1113,115,2082
660282019,276,466,62,804
660282101,216,462,10,688
660282102,155,381,12,548
660282103,167,274,9,450
660282104,441,879,47,1367
660282105,610,1062,74,1746
660282106,464,971,32,1467
660282107,318,639,13,970
660282108,295,442,25,762
660282109,283,404,14,701
660282110,128,269,2,399
660282111,283,544,16,843
660282112,264,571,6,841
660282113,361,652,28,1041
660282114,265,548,9,822
660282115,499,930,27,1456
660282116,689,1039,42,1770
660282117,502,950,29,1481
660282118,331,771,16,1118
660282119,376,849,25,1250
660282120,492,789,33,1314
660282121,520,894,57,1471
660282122,371,827,20,1218
660282123,295,566,17,878
660282124,295,576,15,886
660282201,396,733,24,1153
660282202,249,502,9,760
660282203,508,899,25,1432
660282204,719,1076,40,1835
660282205,295,552,13,860
660282206,300,620,17,937
660282207,259,590,12,861
660282208,460,583,20,1063
660282209,451,601,16,1068
660282210,526,661,14,1201
660282211,426,531,11,968
660282212,609,791,25,1425
660282213,488,852,37,1377
660282214,630,893,34,1557
660282301,640,859,69,1568
660282302,343,746,55,1144
660282303,642,1177,87,1906
660282304,567,897,75,1539
660282305,616,911,77,1604
660282306,515,903,76,1494
660282307,562,916,54,1532
660282308,693,811,79,1583
660282309,667,1044,66,1777
660282310,589,868,36,1493
660282311,743,866,72,1681
660282312,578,755,60,1393
660282313,811,786,87,1684
660282314,800,798,64,1662
660282315,704,736,65,1505
660282316,612,617,64,1293
660282317,708,722,69,1499
660282318,682,661,68,1411
660282401,136,207,8,351
660282402,298,399,8,705
660282403,581,649,37,1267
660282404,745,762,80,1587
660282405,764,665,68,1497
660282406,561,613,89,1263
660282407,413,456,41,910
660282408,857,856,65,1778
660282409,730,725,65,1520
660282410,815,937,79,1831
660282411,814,887,75,1776
660282412,816,1141,91,2048
660282501,563,883,37,1483
660282502,317,507,19,843
660282503,331,503,23,857
660282504,366,560,22,948
660282505,180,358,9,547
660282506,291,501,17,809
660282507,359,612,24,995
660282508,497,916,38,1451
660282509,381,545,16,942
660282510,687,749,37,1473
660282511,590,915,27,1532
660282512,377,494,17,888
660282513,348,431,11,790
660282514,432,683,17,1132
660282515,509,694,34,1237
660282601,452,612,59,1123
660282602,525,641,34,1200
660282603,514,592,76,1182
660282604,373,506,49,928
660282605,396,558,47,1001
660282606,429,648,80,1157
660282607,637,845,163,1645
660282608,725,855,142,1722
660282609,795,940,136,1871
660282610,895,930,140,1965
660282611,755,809,86,1650
660282612,982,979,122,2083
660282613,792,850,126,1768
660282614,977,926,100,2003
660282615,684,703,84,1471
660282616,649,670,79,1398
660282617,820,884,69,1773
660282618,400,652,119,1171
660282619,668,727,114,1509
660282620,572,603,139,1314
660282701,352,618,44,1014
660282702,337,527,57,921
660282703,582,812,45,1439
660282704,481,851,73,1405
660282705,409,680,56,1145
660282706,332,599,41,972
660282707,389,571,67,1027
660282708,425,611,69,1105
660282709,516,672,62,1250
660282710,334,636,48,1018
660282711,451,727,69,1247
660282712,465,769,63,1297
660282713,530,969,74,1573
660282714,436,768,68,1272
660282715,572,787,78,1437
660282801,266,476,16,758
660282802,233,497,7,737
660282803,270,571,11,852
660282804,252,436,17,705
660282805,449,610,29,1088
660282806,628,956,51,1635
660282807,444,787,43,1274
660282808,387,746,16,1149
660282809,732,1159,36,1927
660282810,623,1010,61,1694
660282811,470,896,23,1389
660282812,457,885,15,1357
660282813,623,1139,59,1821
660282814,295,603,22,920
660282815,291,608,24,923
660350101,61,117,16,194
660350102,280,458,64,802
660350103,337,537,61,935
660350104,3,40,3,46
660350105,187,302,25,514
660350106,487,715,92,1294
660350107,51,67,21,139
660350108,213,380,48,641
660350109,635,1107,107,1849
660350110,447,648,42,1137
660350111,357,636,38,1031
660350112,335,666,27,1028
660350113,406,656,37,1099
660350114,445,684,58,1187
660350115,236,525,34,795
660350116,462,810,62,1334
660350117,670,932,77,1679
660350118,458,461,72,991
660350119,339,354,46,739
660350120,539,693,81,1313
660350121,344,461,38,843
660350122,396,646,85,1127
660350123,497,728,74,1299
660350124,486,669,56,1211
660350201,684,745,77,1506
660350202,276,452,55,783
660350203,199,411,27,637
660350204,5,28,3,36
660350205,44,91,13,148
660350206,453,581,30,1064
660350207,105,183,17,305
660350208,273,414,20,707
660350209,431,658,54,1143
660350210,540,823,57,1420
660350211,367,620,30,1017
660350212,528,838,59,1425
660420101,63,184,11,258
660420102,41,93,7,141
660420103,366,576,51,993
660420104,589,1008,78,1675
660420105,197,312,33,542
660420106,273,495,38,806
660420107,85,143,11,239
660420108,322,592,38,952
660420109,414,651,47,1112
660420110,300,441,38,779
660420111,381,629,49,1059
660420201,192,310,36,538
660420202,283,455,53,791
660420203,588,841,68,1497
660420204,0,7,2,9
660420205,660,988,97,1745
660420206,601,1034,84,1719
660420207,472,773,45,1290
660420208,500,910,75,1485
660420209,296,616,46,958
660420210,306,541,38,885
660490101,14,52,5,71
660490102,63,134,13,210
660490103,195,268,41,504
660490104,573,845,70,1488
660490105,656,843,107,1606
660490106,396,685,64,1145
660490107,433,787,44,1264
660490201,162,199,23,384
660490202,20,51,6,77
660490203,0,10,3,13
660490204,32,75,12,119
660490205,132,169,7,308
660490206,55,93,12,160
660490207,1,34,0,35
660490208,14,59,4,77
660490209,52,64,6,122
660490210,9,24,6,39
660490211,373,471,26,870
660490212,345,544,36,925
660490213,473,970,71,1514
660490214,301,646,44,991
660490215,470,461,75,1006
660490216,306,436,64,806
660490217,533,689,64,1286
660490301,216,411,34,661
660490302,387,488,57,932
660490303,42,67,6,115
660490304,327,482,38,847
660490305,555,846,41,1442
660490306,402,486,54,942
660490307,355,560,29,944
660490308,255,531,20,806
660490309,302,493,23,818
660490401,321,734,25,1080
660490402,387,549,56,992
660490403,569,948,83,1600
660490404,398,669,70,1137
660490405,372,705,47,1124
660490406,251,504,32,787
660490407,312,444,41,797
660490408,256,566,31,853
660490409,372,730,87,1189
660490410,838,1010,131,1979
660490411,320,594,85,999
660490412,302,718,76,1096
660490413,227,650,28,905
660490414,263,453,23,739
660490415,326,584,68,978
660490416,392,696,38,1126
660490417,211,576,13,800
660490418,278,620,30,928
660490419,274,484,23,781
660490420,203,490,26,719
660490421,288,526,31,845
660490422,216,462,35,713
660560101,55,56,16,127
660560102,505,665,111,1281
660560103,307,421,125,853
660560104,3,34,6,43
660560105,477,647,96,1220
660560106,675,872,106,1653
660560107,443,489,47,979
660560108,250,466,31,747
660560109,455,642,61,1158
660560110,257,531,26,814
660560111,265,567,40,872
660560112,578,1096,120,1794
660560113,252,380,50,682
660560114,470,682,70,1222
660560115,350,560,70,980
660560116,215,297,52,564
660560117,408,518,91,1017
660560118,466,524,101,1091
660560119,574,716,124,1414
660560120,330,356,72,758
660560201,88,217,37,342
660560202,119,254,50,423
660560203,624,642,113,1379
660560204,598,722,130,1450
660560205,192,255,21,468
660560206,102,141,15,258
660560207,3,142,6,151
660560208,262,261,55,578
660560209,200,224,40,464
660560210,452,648,40,1140
660560211,391,516,41,948
660560212,321,437,65,823
660560213,512,757,97,1366
660560214,225,415,27,667
660560215,232,397,37,666
660560216,356,470,72,898
660560217,212,401,28,641
660560218,409,695,49,1153
660560301,386,474,89,949
660560302,428,460,96,984
660560303,119,267,113,499
660560304,229,309,127,665
660560305,663,748,107,1518
660560306,381,556,258,1195
660560307,445,555,136,1136
660560401,169,288,102,559
660560402,276,451,59,786
660560403,131,239,118,488
660560404,4,80,2,86
660560405,437,637,110,1184
660560406,94,127,10,231
660560407,120,172,15,307
660560408,288,470,31,789
660560409,193,326,78,597
660560410,455,651,118,1224
660560411,236,341,53,630
660560501,1,62,3,66
660560502,12,79,7,98
660560503,58,178,101,337
660560504,358,491,148,997
660560505,267,481,146,894
660560601,29,21,1,51
660560602,159,161,19,339
660560603,224,321,56,601
660560604,41,78,27,146
660560605,80,129,40,249
660560606,58,120,36,214
660560607,38,74,18,130
660560608,473,587,178,1238
660560609,80,87,9,176
660560610,29,65,9,103
660560611,285,287,168,740
660560612,333,476,145,954
660560613,388,678,101,1167
660560614,430,823,70,1323
660560615,585,733,126,1444
660560616,755,899,171,1825
660560617,453,674,65,1192
660560618,573,930,122,1625
660560619,231,464,39,734
660560620,302,507,34,843
660560621,443,593,107,1143
660560622,294,671,23,988
660560623,182,438,20,640
660560624,984,1217,260,2461
660560625,189,399,23,611
660560626,537,700,75,1312
660560627,308,441,58,807
660560628,405,458,83,946
660560629,254,410,28,692
660560630,195,229,42,466
660560701,827,1171,177,2175
660560702,465,663,77,1205
660560703,465,640,81,1186
660560704,357,436,35,828
660560705,476,531,42,1049
660560706,466,812,50,1328
660560707,50,73,41,164
660560708,649,852,130,1631
660560709,373,567,53,993
660560710,570,935,111,1616
660560711,296,628,30,954
660560712,145,442,16,603
660560713,245,663,32,940
660560714,327,634,36,997
660560715,634,850,118,1602
660560801,425,634,78,1137
660560802,497,688,95,1280
660560803,310,565,45,920
660560804,298,597,31,926
660560805,153,432,15,600
660560806,129,411,11,551
660560807,102,321,5,428
660560808,188,340,10,538
660560809,177,381,13,571
660560810,215,579,24,818
660560811,127,312,8,447
660560812,270,619,23,912
660560813,288,501,45,834
660560814,512,690,135,1337
660560815,514,684,139,1337
660560901,85,130,8,223
660560902,244,527,26,797
660560903,221,498,21,740
660560904,271,586,26,883
660560905,389,645,54,1088
660560906,399,613,56,1068
660560907,547,608,133,1288
660560908,547,689,136,1372
660560909,677,1001,130,1808
660560910,299,416,73,788
660560911,527,741,118,1386
660560912,324,609,43,976
660560913,376,703,78,1157
660560914,262,570,34,866
660560915,420,935,76,1431
660560916,416,778,61,1255
660560917,664,958,153,1775
660560918,432,599,77,1108
660560919,411,507,90,1008
660560920,332,744,43,1119
660560921,300,651,43,994
660560922,373,636,37,1046
660560923,429,592,67,1088
660560924,498,613,52,1163
660560925,483,635,71,1189
660561001,381,476,22,879
660561002,568,798,99,1465
660561003,423,676,92,1191
660561004,266,552,25,843
660561005,342,621,48,1011
660561006,258,524,37,819
660561007,359,477,15,851
660561008,303,492,43,838
660561009,188,409,28,625
660561010,350,652,97,1099
660561011,332,688,44,1064
660561012,310,513,29,852
660561013,500,552,69,1121
660561014,206,319,30,555
660561015,296,359,38,693
660630101,20,42,8,70
660630102,3,13,2,18
660630103,1,9,1,11
660630104,19,49,3,71
660630105,11,39,2,52
660630106,0,10,1,11
660630107,107,146,23,276
660630108,78,129,21,228
660630109,18,42,3,63
660630110,273,516,42,831
660630111,311,501,39,851
660630201,26,74,16,116
660630202,49,253,13,315
660630203,23,59,18,100
660700101,30,37,6,73
660700102,213,178,42,433
660700103,39,45,8,92
660700104,28,26,5,59
660700105,99,88,9,196
660700106,16,39,7,62
660700107,88,130,18,236
660700201,94,105,23,222
660700202,33,31,7,71
660700203,173,191,18,382
660700204,155,225,27,407
660700205,450,496,48,994
660700301,49,49,11,109
660700302,14,22,6,42
660700303,36,38,9,83
660700401,55,46,15,116
660700402,18,23,11,52
660700403,6,28,8,42
660700404,30,33,6,69
660700405,3,8,4,15
660700406,17,12,3,32
660700407,53,54,13,120
660700501,2,8,6,16
660700502,10,9,1,20
660700503,1,16,5,22
660700504,114,159,34,307
660700505,0,3,1,4
660700506,21,27,12,60
660700507,203,259,56,518
660700508,291,332,59,682
660770101,10,44,6,60
660770102,48,100,9,157
660770103,49,122,12,183
660770104,197,343,17,557
660770105,345,440,25,810
660770106,247,400,23,670
660770107,300,434,23,757
660770108,365,486,20,871
660770109,240,403,15,658
660770201,13,35,6,54
660770202,8,18,3,29
660770203,7,24,5,36
660770204,344,531,24,899
660770205,529,597,40,1166
660770301,2,24,3,29
660770302,4,12,3,19
660770303,95,188,10,293
660770304,22,66,6,94
660840101,113,204,29,346
660840102,185,278,22,485
660840103,15,19,6,40
660840104,9,28,4,41
660840105,11,29,0,40
660840106,305,549,36,890
660840107,303,508,30,841
660840108,334,417,40,791
660840109,335,489,39,863
660840201,48,64,9,121
660840202,33,74,11,118
660840203,43,109,13,165
660840204,8,44,2,54
660840205,221,345,38,604
660910101,17,34,3,54
660910102,70,78,6,154
660910103,29,94,13,136
660910104,23,53,44,120
660910105,59,66,6,131
660910201,22,44,7,73
660910202,28,49,5,82
660910203,24,39,3,66
660910204,91,123,13,227
660910205,266,285,23,574
660980101,285,374,38,697
660980102,82,151,21,254
660980103,44,120,10,174
660980104,18,62,0,80
660980105,544,855,70,1469
660980106,629,1031,79,1739
660980201,6,36,2,44
660980202,4,2,0,6
660980203,66,160,12,238
660980204,15,43,5,63
660980205,148,224,25,397
660980206,1,9,1,11
660980207,56,57,2,115
660980208,299,470,41,810
660980209,362,532,26,920
661050101,0,0,0,0
661050102,0,0,0,0
661050103,0,5,1,6
661050104,78,122,13,213
661050201,21,145,5,171
661050202,161,245,29,435
661050203,27,75,35,137
661050204,11,43,9,63
661050205,4,101,6,111
661050206,0,8,0,8
661050207,0,2,1,3
661050208,0,54,5,59
661050209,534,572,111,1217
661050210,314,374,56,744
661050211,308,368,41,717
661050212,285,340,31,656
661050213,496,457,96,1049
661120101,62,142,12,216
661120102,2,15,3,20
661120103,11,40,5,56
661120104,20,92,5,117
661120105,394,488,72,954
661120106,140,271,18,429
661120107,51,135,23,209
661120108,97,167,15,279
661120109,461,771,73,1305
661120110,94,239,19,352
661120201,164,228,22,414
661120202,0,54,0,54
661120203,0,11,0,11
661120204,18,71,10,99
661120205,75,187,14,276
661120206,95,169,13,277
661120207,3,82,3,88
661120208,189,368,28,585
661120209,225,534,31,790
661120210,146,308,37,491
661120211,35,100,11,146
661120212,348,619,51,1018
661120213,518,811,60,1389
661120214,626,932,74,1632
661120215,348,640,71,1059
661120301,393,742,60,1195
661120302,346,582,35,963
661120303,244,537,20,801
661120304,279,493,43,815
661120305,461,637,95,1193
661120306,400,627,41,1068
661120307,189,427,15,631
661120308,161,393,8,562
661120309,297,553,11,861
661120310,561,779,56,1396
661120311,314,605,39,958
661120312,474,737,69,1280
661120313,304,589,43,936
661120401,499,890,66,1455
661120402,231,410,23,664
661120403,175,373,21,569
661120404,235,528,16,779
661120405,345,675,41,1061
661120406,281,566,22,869
661120407,245,399,26,670
661120408,275,514,23,812
661120409,580,1158,87,1825
661120410,283,479,25,787
661120411,318,698,29,1045
661120412,421,847,41,1309
661120413,535,845,81,1461
661190101,109,127,50,286
661190102,617,833,117,1567
661190103,167,351,24,542
661190104,90,144,21,255
661190105,105,180,10,295
661190201,22,38,8,68
661190202,96,109,23,228
661190203,214,352,57,623
661190204,111,149,45,305
661190205,480,576,62,1118
661260101,52,75,17,144
661260102,402,801,189,1392
661260103,121,277,71,469
661260104,327,525,62,914
661260105,442,826,99,1367
661260201,62,161,26,249
661260202,70,125,15,210
661260203,300,327,51,678
661260204,33,46,13,92
661260205,258,433,72,763
661260206,720,827,217,1764
661260207,399,514,27,940
661260208,484,624,38,1146
661260209,634,880,87,1601
661260210,510,655,91,1256
661260211,338,489,77,904
661260212,399,465,89,953
661260213,550,763,74,1387
661260214,383,515,101,999
661260215,467,616,112,1195
661260216,330,511,66,907
661260217,838,1180,159,2177
661260218,422,535,77,1034
661260301,98,115,15,228
661260302,248,423,39,710
661260303,465,620,46,1131
661260304,396,433,48,877
661260401,393,522,103,1018
661260402,226,378,58,662
661260403,24,61,15,100
661260404,84,119,20,223
661260405,14,41,9,64
661260406,143,244,42,429
661260407,34,71,21,126
661260408,410,422,86,918
661260409,432,516,74,1022
661260410,661,1009,119,1789
661260411,572,762,141,1475
661260412,625,805,133,1563
661260413,593,707,120,1420
661260414,451,547,93,1091
661260415,358,692,61,1111
661260416,411,923,55,1389
661260417,274,303,30,607
661260418,458,491,31,980
661260501,4,19,0,23
661260502,406,515,82,1003
661260503,6,12,1,19
661260504,427,612,22,1061
661260505,435,598,44,1077
661260506,378,618,34,1030
661260507,447,857,28,1332
661260508,419,779,67,1265
661260509,518,919,33,1470
661260510,392,774,74,1240
661260511,425,683,63,1171
661260601,292,483,74,849
661260602,41,101,22,164
661260603,184,459,69,712
661260604,18,57,16,91
661260605,77,145,21,243
661260606,18,107,8,133
661260607,30,74,8,112
661260608,2,13,1,16
661260609,752,893,167,1812
661260610,729,963,133,1825
661260611,869,868,147,1884
661260612,514,635,105,1254
661260613,393,809,70,1272
661260614,556,785,106,1447
661260615,367,726,71,1164
661260616,519,571,119,1209
661260617,250,520,61,831
661260618,368,528,34,930
661260619,625,848,109,1582
661260620,543,821,84,1448
661260621,211,485,38,734
661260622,337,463,61,861
661260623,174,216,49,439
661260624,353,609,70,1032
661260625,273,349,79,701
661260701,704,804,181,1689
661260702,684,786,159,1629
661260703,546,654,128,1328
661260704,434,548,44,1026
661260705,239,543,40,822
661260706,392,647,34,1073
661260707,465,740,57,1262
661260708,523,788,105,1416
661260709,759,1012,141,1912
661260710,238,537,42,817
661260711,216,533,25,774
661260712,214,485,18,717
661260713,678,832,134,1644
661260714,502,737,101,1340
661260715,171,563,23,757
661260716,141,366,7,514
661260717,325,680,45,1050
661260718,304,649,23,976
661260719,207,375,27,609
661260720,454,714,66,1234
661260721,339,718,34,1091
661260722,227,556,15,798
661260723,425,690,74,1189
661260801,634,990,102,1726
661260802,286,661,44,991
661260803,128,313,13,454
661260804,184,426,31,641
661260805,202,423,21,646
661260806,174,418,24,616
661260807,219,438,28,685
661260808,235,506,49,790
661260809,710,1055,138,1903
661260810,306,483,52,841
661260811,361,553,81,995
661260812,863,869,127,1859
661260813,587,933,105,1625
661260814,554,960,95,1609
661260815,362,814,54,1230
661260816,312,737,43,1092
661260817,440,783,111,1334
661260818,791,1089,210,2090
661260819,480,816,94,1390
661260820,154,305,10,469
661260821,450,846,79,1375
661260822,431,801,104,1336
661260823,412,751,59,1222
661260824,613,1013,93,1719
661330101,1129,1376,415,2920
661330102,698,869,221,1788
661330103,141,174,125,440
661330104,112,185,93,390
661330105,69,121,41,231
661330106,405,500,111,1016
661330107,615,828,177,1620
661330108,656,887,125,1668
661330201,28,87,13,128
661330202,36,70,5,111
661330203,173,225,55,453
661330204,63,63,18,144
661330205,27,43,13,83
661330206,54,62,28,144
661330207,10,54,9,73
661330208,234,294,114,642
661330209,61,113,28,202
661330210,125,162,29,316
661330211,91,136,31,258
661330212,77,138,26,241
661330213,56,98,31,185
661330214,158,268,62,488
661330215,27,55,5,87
661330216,342,471,119,932
661330217,34,67,4,105
661330218,78,132,21,231
661330219,168,241,70,479
661330220,360,584,56,1000
661330221,478,542,49,1069
661330222,149,292,25,466
661330223,281,426,41,748
661330224,417,441,86,944
661330301,188,387,118,693
661330302,124,228,53,405
661330303,38,69,23,130
661330304,338,449,153,940
661330305,269,374,72,715
661330306,299,480,116,895
661330307,35,120,16,171
661330308,166,185,43,394
661330309,356,477,68,901
661330310,372,478,101,951
661330311,403,490,67,960
661330312,406,503,137,1046
661400101,9,45,5,59
661400102,36,77,5,118
661400103,50,80,18,148
661400104,4,20,1,25
661400105,6,58,4,68
661400106,6,48,6,60
661400107,38,75,7,120
661400108,134,185,24,343
661400109,3,9,1,13
661400110,60,158,13,231
661400111,14,61,5,80
661400112,32,73,6,111
661400113,60,265,25,350
661400114,48,118,8,174
661400115,36,115,5,156
661400116,449,562,64,1075
661400117,547,744,70,1361
661400118,375,526,24,925
661400119,365,728,30,1123
661400120,424,701,56,1181
661400121,803,1088,72,1963
661400201,4,31,2,37
661400202,11,43,5,59
661400203,28,93,8,129
661400204,29,84,17,130
661400205,33,107,17,157
661400301,15,61,2,78
661400302,27,38,4,69
661400303,0,16,0,16
661400304,143,203,28,374
661400305,9,25,2,36
661400306,9,25,1,35
661400307,13,48,15,76
661400308,7,22,3,32
661400309,14,29,2,45
661400310,170,261,33,464
661400311,161,266,18,445
661400312,179,318,18,515
661400401,307,669,39,1015
661400402,335,660,44,1039
661400403,245,584,20,849
661400404,207,461,22,690
661400405,369,640,59,1068
661400406,221,448,19,688
661400407,164,422,17,603
661400408,179,484,15,678
661400409,455,801,81,1337
661400410,355,819,46,1220
661400411,306,688,43,1037
661400412,274,592,27,893
661400413,214,504,22,740
661400414,410,761,48,1219
